PropertyName,BHK,Location,Area,ListingPrice,FurnishStatus,City,Description
Raviraj Tushar Garden,3,Pimple Saudagar,3589,30000.0,Furnished,Pune,"Find your ideal living space in Pune Pimple Saudagar with this furnished 3-bedroom, 3-bathroom Flats in Raviraj Tushar Garden, available for rent at 30 thousand per month.This 3589 square feet apartment on the 5th floor offers a pleasant garden view and comes with 2 dedicated parking spots. You will enjoy a wide range of amenities including a gymnasium, badminton and"
Nisarg Hardik Phase I,1,Rahatani,450,21000.0,Furnished,Pune,"Seeking a comfortable and modern place to live in Pune Rahatani area.This furnished one-bedroom, one-bathroom Flats in Nisarg Hardik Phase I is available for rent at 21 thousand. Spanning 450 square feet on the 5th floor of a 16-story building, this home offers a lovely garden view from its balcony. You will have access to a wide range of amenities"
VTP Aethereus,3,Mahalunge,1500,35000.0,Semi-Furnished,Pune,"For those seeking a spacious and well-appointed home in Pune sought-after Mahalunge area, this semi-furnished 3.5-bedroom, 4-bathroom Flats in VTP Aethereus presents an excellent rental opportunity at 35 thousand per month. Spanning a generous 1500 Square Feet, this residence is located on the 21st floor of a 26-story building, offering lovely garden views and ample natural light.The property boasts an impressive"
Eisha Zenith,2,Mumbai Bangalore Highway,1150,24500.0,Semi-Furnished,Mumbai,"For those seeking a bright and airy living experience in Pune along the Mumbai Bangalore Highway, this semi-furnished two-bedroom, two-bathroom Flats at Eisha Zenith offers plenty of sunlight and a truly tasteful interior.Spanning 1150 square feet on the 7th floor of a 12-story building, this well-maintained residence provides a delightful garden view and a luxury lifestyle with amenities like a"
Rohan Silver Gracia,2,Ravet,950,23000.0,Semi-Furnished,Pune,"Welcome to Rohan Silver Gracia in Pune Ravet, where a 2-bedroom, 1-bathroom semi-furnished Flats is available for rent at 23 thousand per month, offering a spacious 950 square feet of living space.This 4th-floor unit within an 18-story building boasts a community view and is part of a newly built gated society, ideal for families seeking a secure and convenient lifestyle"
Saheel Itrend Waterfront,2,Ravet,710,23000.0,Semi-Furnished,Pune,"A home in Ravet, Pune, offering a tranquil living experience with a beautiful garden view is now available for rent at 23,000 per month.This semi-furnished Flats boasts 2 bedrooms and 2 bathrooms spread across a spacious 710 square feet, perfect for comfortable city living. Residents will enjoy access to fantastic amenities including a swimming pool, badminton and squash courts, a"
Regency Classic,3,Baner,1390,38000.0,Semi-Furnished,Pune,"Live in a fantastic Pune location at Baner with this semi-furnished, 3-bedroom, 2-bathroom Flats in Regency Classic, available for rent at 38 thousand.Spanning 1390 square feet, this fourth-floor unit in a 12-story building offers a pleasant road view and comes with 1 dedicated parking space. The property, aged between 5 to 7 years, is situated in a gated society known"
Shree Ganesh Sentosa Elysium,3,Wakad,1050,38000.0,Semi-Furnished,Pune,"Find your perfect Pune home in Wakad at Shree Ganesh Sentosa Elysium, a semi-furnished 3-bedroom, 3-bathroom Flats offering a generous 1050 square feet of living space with a pleasant garden view.Located on the 18th floor of an 18-story building, this apartment is perfect for families and bachelors alike, situated in a prime gated society that ensures a safe and secure"
Vardhaman Dreams Phase II,2,Wakad,794,30000.0,Semi-Furnished,Pune,"Seeking a comfortable and convenient place to live in Pune Wakad area.This semi-furnished, 2-bedroom, 2-bathroom Flats in Vardhaman Dreams Phase II is now available for rent at 30 thousand per month. Located on the 8th floor of an 18-story building, this home offers a pleasant Road View and comes with 1 dedicated parking spot. You will appreciate the generous 794"
Karan Athena,2,Wadgaon Sheri,1200,27000.0,Semi-Furnished,Pune,"Discover a comfortable and convenient rental experience in Pune Wadgaon Sheri with this semi-furnished 2-bedroom, 2-bathroom Flats at Karan Athena.Situated on the 7th floor of an 8-story building, this 1200 square feet home offers a pleasant park view and comes with 1 dedicated parking space.Rent - 27,000/- The property boasts an impressive array of amenities designed for modern living, including"
RK Lunkad Nisarg Nirmiti,2,Pimple Saudagar,1240,29500.0,Furnished,Pune,"You will love living in this furnished 2-bedroom, 2-bathroom Flats in Pune Pimple Saudagar.Located on the 4th floor of the 8-story RK Lunkad Nisarg Nirmiti building, this home offers 1240 square feet of comfortable living space with a road view. The apartment comes fully furnished and includes 1 parking spot. You`ll have access to fantastic amenities such as a badminton"
Jag River View,2,Kharadi,715,28000.0,Semi-Furnished,Pune,"A welcoming 2-bedroom, 2-bathroom Flats is ready for you to rent in Pune Jag River View, offering a pleasant garden view from the 9th floor.This semi-furnished home spans 715 square feet, perfect for a comfortable lifestyle, and includes one dedicated parking spot. Residents can enjoy access to amenities like kids` play areas, a jogging and cycle track, reliable power backup,"
Sukhwani Classic,2,Koregaon Park,650,35000.0,Furnished,Pune,"Live well in Pune with this furnished 2-bedroom, 2-bathroom Flats in Sukhwani Classic, Koregaon Park.This 650 Square Feet home is located on the 2nd floor of a 7-story building and offers a pleasant garden view. Youll find plenty of space with 2 parking spots, and the property is over 10 years old. Enjoy a resort-like lifestyle with amenities including a"
TCG The Cliff Garden,1,Hinjewadi,455,23000.0,Furnished,Pune,"Consider this bright, furnished one-bedroom, one-bathroom Flats for rent in TCG The Cliff Garden, Hinjewadi, Pune, offering a comfortable 455 square feet of living space with a pleasant road view from the 9th floor.Living here means enjoying fantastic amenities like a gymnasium, swimming pool, badminton and tennis courts, squash court, kids` play areas, and a jogging/cycle track, perfect for an"
Acropolis Purple Nine Hills,2,Kondhwa,1049,38000.0,Furnished,Pune,"Start your new chapter in Pune vibrant Kondhwa neighborhood with this beautifully furnished 2-bedroom, 2-bathroom Flats in Acropolis Purple Nine Hills, available for rent at 38 thousand per month.This 1049 square feet apartment is located on the 5th floor of a 15-story building and offers a peaceful garden view. You will have access to a fantastic range of amenities including"
Wakadkar Wisteria Atelier,2,Wakad,900,38000.0,Furnished,Pune,"Finding a pleasant home in Pune Wakad area that offers a great lifestyle is now within reach.This furnished 2-bedroom, 2-bathroom Flats at Wakadkar Wisteria Atelier on the 8th floor provides 900 square feet of comfortable living space with a lovely garden view. You`ll have access to a fantastic range of amenities including a gymnasium, swimming pool, badminton and tennis courts,"
Kolte Patil Pink City,2,Wakad,780,36000.0,Furnished,Pune,"Start your new chapter in Pune vibrant Wakad neighborhood with this furnished two-bedroom, two-bathroom Flats in Kolte Patil Pink City, available for rent at 36 thousand.This seventh-floor home offers a peaceful garden view from its balcony, providing a serene escape from the everyday hustle. With 780 square feet of well-designed living space and one dedicated parking spot, comfort and convenience"
Geras World of Joy L,2,Kharadi,645,36000.0,Semi-Furnished,Pune,"Make your move to Pune vibrant Kharadi neighborhood with this semi-furnished, two-bedroom, two-bathroom Flats in Geras World of Joy L, ready for you to rent at 36 thousand.Situated on the ninth floor of a fourteen-story building, this 645 square foot home offers a comfortable living space designed for modern lifestyles. Enjoy access to an impressive range of amenities including a"
Shubham Housing Society,1,Wadgaon Sheri,300,10000.0,Semi-Furnished,Pune,"A pleasant park view awaits you from the balcony of this semi-furnished 1 RK Flats available for rent in Wadgaon Sheri, Pune.Situated on the 3rd floor of the 4-story Shubham Housing Society, this home offers 300 square feet of comfortable living space with one bathroom and dedicated parking. The society boasts a variety of amenities for everyone, including kids` play"
Silver Woods Wakad,1,Wakad,480,24000.0,Furnished,Pune,"This fully furnished one-bedroom Flats in Pune Wakad area offers a comfortable and convenient lifestyle for just 24 thousand per month.Located in the Silver Woods Wakad project on the 8th floor of a 15-story building, this 480 square feet home boasts a pleasant road view. You`ll have access to fantastic amenities including a gymnasium, swimming pool, badminton and tennis courts,"
Nanded City Shubh Kalyan,3,Nanded,1553,30000.0,Semi-Furnished,Pune,"A pleasing lifestyle awaits you in this semi-furnished 3-bedroom, 3-bathroom Flats at Nanded City Shubh Kalyan in Pune Nanded locality, available for rent at 30 thousand. This inviting home is situated on the 8th floor of a 22-story building, offering a peaceful garden view and a dedicated parking space for one car.Spread across a generous 1553 square feet, this apartment is"
K Raheja Raheja Residency,1,Malad East,690,52000.0,Semi-Furnished,Mumbai,"Wake up to a pleasant garden view from the eleventh floor of K Raheja Raheja Residency in Malad East, Mumbai, where this semi-furnished one-bedroom, one-bathroom Flats is available for rent at 52 thousand per month.Spread across 690 square feet, this home offers a comfortable living experience with access to a wide range of amenities designed for an active lifestyle, including"
Mantri Serene,1,Goregaon East,789,40000.0,Furnished,Mumbai,"Here is a lovely one-bedroom, two-bathroom Flats for rent in Goregaon East, Mumbai, available in the Mantri Serene project.This furnished unit is located on the third floor of an 18-story building and offers a beautiful lake view from its balcony, covering 789 square feet. The property is 8-10 years old and comes with one dedicated parking space. Residents will enjoy"
Bini Winspace Amelio,2,Andheri West,730,100000.0,Furnished,Mumbai,"A beautifully furnished 2-bedroom, 2-bathroom Flats is now available for rent in the vibrant Andheri West area of Mumbai, offering a comfortable 730 Square Feet of living space on the 14th floor of Bini Winspace Amelio.This lovely home boasts a pleasant park view and comes with the convenience of one dedicated parking spot, making city living a breeze. Residents will"
